College,Department,Prefix,Number,Title,Credits,Attributes
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6211,Advanced Vocal Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6225,Advanced Fluency Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6232,Neuromotor Communication Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6253,Speech Language Pathology Management of Complex Movement Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6305,Pediatric Audiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6307,Speech Perception and Sensorineural Hearing Loss,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6311,Medical Audiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6314,Electrophysiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6316,Vestibular Evaluation and Treatment,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6320,Aural Rehabilitation Across the Lifespan,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6324,Aural Rehabilitation: Children,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6329,Educational Audiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6340,Principles of Amplification I,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6341,Principles of Amplification II,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6354,Hearing Conservation,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6392,Profession of Audiology,2,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6393,Audiology Practice Management,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6401,Pediatric Language Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6404,Language Learning Disabilities,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6410,Aphasia and Related Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6473,Bilingual Assessment and Intervention,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6503,Entry Level Practicum,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6505,Practicum,1-10,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6508,Advanced Audiology Practicum,1-6,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6511,Family Centered Intervention for the Speech Language Pathologist,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6535L,Audiology Clinical Laboratory I,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6536L,Audiology Clinical Laboratory II,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6559,Augmentative and Alternative Communication,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6564,"Seminar in Aging, Cognition, and Communication",3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6565,Seminar in Dysphagia,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6571,Ethical Practice Issues in Communication Sciences and Disorders,1-2,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6675,Reading for the Hearing Impaired,2,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6805,Research Procedures in Communication Sciences and Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6906,Independent Study,1-19,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6910,Directed Research,1-19,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6920,University Academic and Clinical Teaching Colloquium,1,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6930,Selected Topics,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,6971,Thesis: Master's,2-19,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7150,Advanced Speech Science,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7330,Advanced Vestibular Evaluation and Treatment,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7331,Advanced Medical Audiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7332,Advanced Electrophysiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7346,Cochlear Implants,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7497,Proseminar in CSD,2,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7802,Critical Analysis in CSD,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7806,Advanced Research Design for the Communication Sciences,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7807,Critical Synthesis in CSD,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7834,Audiology Doctoral Project Seminar,1,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7931,Seminar in Communication Sciences and Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,7980,Dissertation,2-19,
Muma College of Business,School of Marketing and Innovation,SPB,3704,Digital Content for Esport,3,
Muma College of Business,School of Marketing and Innovation,SPB,3713,Business of Esport,3,
Muma College of Business,School of Marketing and Innovation,SPB,4712,Sport Marketing,3,
Muma College of Business,School of Marketing and Innovation,SPB,4717,Social Media in Sport Marketing,3,
Muma College of Business,School of Marketing and Innovation,SPB,6116,Sport and Entertainment Finance,3,
Muma College of Business,School of Marketing and Innovation,SPB,6406,Sport and Entertainment Law,3,
Muma College of Business,School of Marketing and Innovation,SPB,6605,Sport and Social Issues,3,
Muma College of Business,School of Marketing and Innovation,SPB,6608,Applied Sport and Entertainment Market Research,3,
Muma College of Business,School of Marketing and Innovation,SPB,6706,Sport Business Analytics,3,
Muma College of Business,School of Marketing and Innovation,SPB,6715,Sales and Fundraising in the Sport Industry,3,
Muma College of Business,School of Marketing and Innovation,SPB,6719,Sport/Entertainment Marketing,3,
Muma College of Business,School of Marketing and Innovation,SPB,6735,Global Environment of Sport,3,
Muma College of Business,School of Marketing and Innovation,SPB,6807,Social Media in Sport,3,
Muma College of Business,School of Marketing and Innovation,SPB,6818,Economics of Sport,3,
Muma College of Business,School of Marketing and Innovation,SPB,6937,Seminar in Entertainment Business,3,
Muma College of Business,School of Marketing and Innovation,SPB,6946,Sport and Entertainment Management Internship,3,
Muma College of Business,School of Marketing and Innovation,SPB,6957,Special Projects in Sport and Entertainment Business,3,
College of Arts and Sciences,Department of Communication,SPC,2608,Public Speaking,3," 6AC, TGEI"
College of Arts and Sciences,Department of Communication,SPC,3212,Communication Theory,3,
College of Arts and Sciences,Department of Communication,SPC,3301,Interpersonal Communication,3,
College of Arts and Sciences,Department of Communication,SPC,3425,Group Communication,3, 6AC
College of Arts and Sciences,Department of Communication,SPC,3544,Persuasion and Media,3,
College of Arts and Sciences,Department of Communication,SPC,3602,Advanced Public Speaking,3,
College of Arts and Sciences,Department of Communication,SPC,3653,Popular Forms of Public Communication,3,
College of Arts and Sciences,Department of Communication,SPC,3680,Rhetorical Analysis,3,
College of Arts and Sciences,Department of Communication,SPC,3710,Communication and Cultural Diversity,3," 6AC, GCPC, SD01, SD02, SD03, SD04, SD05, SD06, SD08, SD10, SD11, SD14, SD16, SD17, TGED"
College of Arts and Sciences,Department of Communication,SPC,4307,Talk in Relationships,3,
College of Arts and Sciences,Department of Communication,SPC,4431,Family Communication,3,
College of Arts and Sciences,Department of Communication,SPC,4701,Intercultural Communication,3," GCPC, SD01, SD02, SD04, SD05, SD08, SD10, SD11, SD16, SD17"
College of Arts and Sciences,Department of Communication,SPC,4714,"Communication, Culture and Community",3,
College of Arts and Sciences,Department of Communication,SPC,4800,Online Communication,3,
College of Arts and Sciences,Department of Communication,SPC,4900,Directed Readings,1-3,
College of Arts and Sciences,Department of Communication,SPC,4903,Honors Readings,3,
College of Arts and Sciences,Department of Communication,SPC,4905,Undergraduate Research,1-3,
College of Arts and Sciences,Department of Communication,SPC,4930,Selected Topics,1-3,
College of Arts and Sciences,Department of Communication,SPC,4970,Honors Thesis,3,
College of Arts and Sciences: School of Humanities,Department of Communication,SPC,6236,Contemporary Rhetorical Theory,3,
College of Arts and Sciences: School of Humanities,Department of Communication,SPC,6238,Survey of Rhetorical Theory,3,
